date,home_team,away_team,home_score,away_score,tournament,neutral
2024-10-17,Costa Rica,Poland,1,0,Friendly,False
2024-10-19,Germany,Netherlands,2,2,Friendly,True
2024-10-20,South Korea,Ghana,0,1,Friendly,False
2024-10-21,Japan,Italy,3,1,Friendly,False
2024-10-22,New Zealand,Poland,0,1,Friendly,True
2024-10-24,Mexico,Senegal,0,0,Friendly,False
2024-10-25,Canada,USA,1,1,Friendly,True
2024-10-26,Ecuador,Qatar,3,2,Friendly,False
2024-10-27,Morocco,South Korea,1,1,Friendly,False
2024-10-29,Japan,South Korea,2,1,Friendly,False
2024-10-30,Ecuador,Croatia,1,1,Friendly,False
2024-10-31,Netherlands,New Zealand,4,4,Friendly,False
2024-11-01,South Korea,Italy,1,2,Friendly,True
2024-11-02,Spain,Germany,1,2,Friendly,True
2024-11-04,Senegal,Australia,0,1,Friendly,True
2024-11-05,Argentina,Qatar,2,2,Friendly,False
2024-11-06,England,Portugal,2,2,Friendly,False
2024-11-07,Portugal,Australia,3,1,Friendly,True
2024-11-09,New Zealand,France,0,1,Friendly,True
2024-11-10,Panama,Brazil,1,2,Friendly,True
2024-11-11,England,France,1,2,Friendly,False
2024-11-12,Italy,Morocco,0,1,Friendly,False
2024-11-13,Mexico,New Zealand,1,1,Friendly,False
2024-11-15,Qatar,Belgium,0,2,Friendly,False
2024-11-16,England,Italy,0,1,Friendly,True
2024-11-17,France,Costa Rica,2,1,Friendly,True
2024-11-18,England,Switzerland,2,3,Friendly,False
2024-11-20,Poland,Colombia,1,4,Friendly,False
2024-11-21,Argentina,Netherlands,2,1,Friendly,False
2024-11-22,Serbia,Qatar,2,1,Friendly,False
2024-11-23,Saudi Arabia,Uruguay,2,1,Friendly,False
2024-11-25,Uruguay,Germany,1,2,Friendly,True
2024-11-26,Denmark,Italy,1,1,Friendly,False
2024-11-27,Colombia,Portugal,2,0,Friendly,False
2024-11-28,Brazil,Portugal,4,0,Friendly,True
2024-11-29,Serbia,Morocco,0,1,Friendly,False
2024-12-01,Serbia,Senegal,1,2,Friendly,True
2024-12-02,Serbia,Argentina,2,2,Friendly,False
2024-12-03,Poland,USA,2,2,Friendly,False
2024-12-04,Japan,Mexico,1,2,Friendly,False
2024-12-06,Ecuador,Japan,2,2,Friendly,False
2024-12-07,Poland,Canada,0,1,Friendly,False
2024-12-08,Brazil,France,0,3,Friendly,True
2024-12-09,Switzerland,Colombia,0,1,Friendly,False
2024-12-11,Panama,Italy,0,0,Friendly,False
2024-12-12,Ghana,Mexico,2,0,Friendly,False
2024-12-13,England,Netherlands,3,1,Friendly,False
2024-12-14,Senegal,Saudi Arabia,3,1,Friendly,False
2024-12-15,Mexico,New Zealand,3,0,Friendly,True
2024-12-17,Senegal,Netherlands,1,2,Friendly,True
2024-12-18,Switzerland,Uruguay,2,3,Friendly,False
2024-12-19,Saudi Arabia,Qatar,1,2,Friendly,True
2024-12-20,Poland,USA,2,1,Friendly,True
2024-12-22,Costa Rica,Canada,1,3,Friendly,False
2024-12-23,Belgium,Ecuador,1,3,Friendly,True
2024-12-24,Australia,Ghana,1,0,Friendly,False
2024-12-25,Australia,Ghana,2,1,Friendly,False
2024-12-27,Senegal,France,0,1,Friendly,True
2024-12-28,Japan,Spain,0,1,Friendly,False
2024-12-29,Serbia,South Korea,1,1,Friendly,True
2024-12-30,Serbia,Mexico,2,0,Friendly,False
2024-12-31,Serbia,Ecuador,1,1,Friendly,False
2025-01-02,Argentina,Belgium,2,3,Friendly,True
2025-01-03,Portugal,Germany,1,1,Friendly,False
2025-01-04,Italy,South Korea,3,1,Friendly,False
2025-01-05,Morocco,Costa Rica,2,0,Friendly,False
2025-01-07,Brazil,Canada,1,1,Friendly,False
2025-01-08,Mexico,Poland,1,2,Friendly,False
2025-01-09,New Zealand,Poland,0,5,Friendly,False
2025-01-10,South Korea,Netherlands,2,2,Friendly,False
2025-01-11,Portugal,Saudi Arabia,1,1,Friendly,False
2025-01-13,Morocco,Canada,1,1,Friendly,False
2025-01-14,Senegal,Australia,1,1,Friendly,False
2025-01-15,Saudi Arabia,Portugal,3,1,Friendly,False
2025-01-16,Morocco,Colombia,2,0,Friendly,False
2025-01-18,Denmark,Croatia,0,2,Friendly,False
2025-01-19,Qatar,South Korea,1,4,Friendly,False
2025-01-20,Brazil,Saudi Arabia,2,2,Friendly,False
2025-01-21,Canada,Belgium,3,1,Friendly,True
2025-01-23,France,USA,2,0,Friendly,False
2025-01-24,Switzerland,Croatia,1,0,Friendly,False
2025-01-25,Serbia,Germany,1,1,Friendly,False
2025-01-26,USA,Belgium,2,1,Friendly,False
2025-01-27,Italy,Qatar,3,1,Friendly,False
2025-01-29,Japan,Argentina,0,3,Friendly,False
2025-01-30,Senegal,Netherlands,1,2,Friendly,True
2025-01-31,USA,Colombia,2,2,Friendly,False
2025-02-01,Australia,Spain,2,4,Friendly,False
2025-02-03,Japan,Argentina,2,1,Friendly,True
2025-02-04,Poland,Morocco,0,2,Friendly,False
2025-02-05,Japan,Panama,2,2,Friendly,False
2025-02-06,Serbia,Senegal,1,1,Friendly,False
2025-02-08,Uruguay,Brazil,2,1,Friendly,False
2025-02-09,New Zealand,Senegal,0,3,Friendly,False
2025-02-10,Uruguay,Portugal,3,4,Friendly,False
2025-02-11,Ghana,Panama,1,2,Friendly,True
2025-02-12,South Korea,USA,5,1,Friendly,True
2025-02-14,Qatar,Morocco,2,0,Friendly,False
2025-02-15,Belgium,Canada,2,3,Friendly,True
2025-02-16,Portugal,USA,1,3,Friendly,False
2025-02-17,France,Costa Rica,3,0,Friendly,True
2025-02-19,South Korea,Switzerland,1,0,Friendly,True
2025-02-20,New Zealand,Portugal,1,5,Friendly,True
2025-02-21,Portugal,Morocco,0,1,Friendly,False
2025-02-22,South Korea,Denmark,2,2,Friendly,False
2025-02-24,Canada,Australia,0,0,Friendly,True
2025-02-25,USA,Netherlands,1,1,Friendly,False
2025-02-26,Morocco,Germany,1,0,Friendly,False
2025-02-27,Saudi Arabia,England,2,2,Friendly,False
2025-02-28,France,Germany,4,2,Friendly,False
2025-03-02,Denmark,Serbia,0,1,Friendly,True
2025-03-03,Ecuador,Belgium,1,1,Friendly,False
2025-03-04,Brazil,Canada,4,1,Friendly,True
2025-03-05,Ecuador,Panama,0,0,Friendly,True
2025-03-07,Croatia,Costa Rica,2,0,Friendly,False
2025-03-08,Morocco,Japan,1,0,Friendly,True
2025-03-09,Australia,Saudi Arabia,2,6,Friendly,False
2025-03-10,USA,Spain,0,1,Friendly,False
2025-03-11,Costa Rica,Switzerland,0,1,Friendly,True
2025-03-13,Spain,Qatar,3,0,Friendly,True
2025-03-14,USA,Brazil,3,5,Friendly,False
2025-03-15,Ecuador,Mexico,1,1,Friendly,False
2025-03-16,Portugal,Netherlands,0,0,Friendly,False
2025-03-18,Morocco,Serbia,2,0,Friendly,False
2025-03-19,Italy,Japan,0,4,Friendly,True
2025-03-20,Uruguay,Panama,1,1,Friendly,False
2025-03-21,New Zealand,Argentina,0,1,Friendly,False
2025-03-23,Colombia,Mexico,1,1,Friendly,False
2025-03-24,Croatia,Qatar,7,0,Friendly,True
2025-03-25,Germany,France,3,1,Friendly,False
2025-03-26,Qatar,Serbia,1,1,Friendly,False
2025-03-27,Senegal,Saudi Arabia,3,0,Friendly,True
2025-03-29,Uruguay,Italy,1,2,Friendly,False
2025-03-30,Spain,Qatar,1,0,Friendly,True
2025-03-31,Panama,Germany,2,4,Friendly,False
2025-04-01,Morocco,Denmark,0,2,Friendly,True
2025-04-03,Brazil,New Zealand,1,0,Friendly,False
2025-04-04,Germany,New Zealand,5,0,Friendly,False
2025-04-05,Qatar,Canada,3,1,Friendly,True
2025-04-06,Panama,New Zealand,2,0,Friendly,False
2025-04-08,Denmark,Poland,1,2,Friendly,True
2025-04-09,Qatar,Mexico,0,2,Friendly,False
2025-04-10,Japan,Italy,2,2,Friendly,False
2025-04-11,Italy,Mexico,4,1,Friendly,False
2025-04-12,USA,Panama,2,2,Friendly,True
2025-04-14,Panama,Qatar,1,0,Friendly,False
2025-04-15,Poland,Switzerland,0,2,Friendly,False
2025-04-16,Canada,Australia,0,0,Friendly,True
2025-04-17,Japan,Ecuador,2,2,Friendly,True
2025-04-19,Switzerland,Qatar,5,1,Friendly,False
2025-04-20,Colombia,Belgium,2,3,Friendly,True
2025-04-21,Australia,Canada,1,1,Friendly,False
2025-04-22,Canada,South Korea,2,0,Friendly,False
2025-04-24,Qatar,Serbia,0,2,Friendly,False
2025-04-25,Germany,South Korea,8,3,Friendly,False
2025-04-26,Spain,Uruguay,1,0,Friendly,False
2025-04-27,France,Poland,2,0,Friendly,False
2025-04-28,Denmark,Poland,2,2,Friendly,False
2025-04-30,Costa Rica,Netherlands,0,0,Friendly,False
2025-05-01,Denmark,Colombia,3,1,Friendly,False
2025-05-02,France,Panama,3,1,Friendly,False
2025-05-03,Uruguay,New Zealand,1,0,Friendly,False
2025-05-05,Saudi Arabia,Ecuador,0,2,Friendly,False
2025-05-06,South Korea,Qatar,1,0,Friendly,False
2025-05-07,Argentina,South Korea,2,1,Friendly,False
2025-05-08,Argentina,Germany,5,0,Friendly,False
2025-05-10,Belgium,Croatia,3,2,Friendly,False
2025-05-11,France,Italy,2,3,Friendly,False
2025-05-12,Italy,South Korea,2,3,Friendly,False
2025-05-13,Serbia,Australia,0,0,Friendly,False
2025-05-14,Panama,England,0,3,Friendly,False
2025-05-16,Japan,Argentina,1,3,Friendly,False
2025-05-17,Costa Rica,Croatia,0,0,Friendly,False
2025-05-18,Italy,Colombia,1,0,Friendly,False
2025-05-19,Canada,Saudi Arabia,3,1,Friendly,False
2025-05-21,Brazil,France,3,2,Friendly,False
2025-05-22,Italy,Germany,4,3,Friendly,False
2025-05-23,Panama,Germany,2,1,Friendly,False
2025-05-24,New Zealand,Mexico,0,1,Friendly,False
2025-05-25,Serbia,Japan,1,0,Friendly,False
2025-05-27,Qatar,Belgium,1,1,Friendly,False
2025-05-28,Senegal,England,0,1,Friendly,True
2025-05-29,Belgium,Panama,4,1,Friendly,False
2025-05-30,USA,South Korea,0,0,Friendly,True
2025-06-01,France,USA,3,0,Friendly,False
2025-06-02,Ghana,Morocco,0,2,Friendly,False
2025-06-03,Saudi Arabia,Morocco,1,1,Friendly,False
2025-06-04,Uruguay,USA,3,0,Friendly,False
2025-06-06,Netherlands,Brazil,0,2,Friendly,False
2025-06-07,Mexico,Qatar,1,1,Friendly,False
2025-06-08,Qatar,South Korea,1,2,Friendly,False
2025-06-09,Spain,New Zealand,2,2,Friendly,True
2025-06-10,Japan,Italy,4,0,Friendly,False
2025-06-12,Mexico,Colombia,0,2,Friendly,False
2025-06-13,Canada,Croatia,0,1,Friendly,True
2025-06-14,Portugal,Qatar,3,1,Friendly,True
2025-06-15,Belgium,Panama,5,1,Friendly,False
2025-06-17,Senegal,Australia,0,0,Friendly,False
2025-06-18,Australia,Belgium,0,0,Friendly,True
2025-06-19,Switzerland,Poland,1,1,Friendly,False
2025-06-20,New Zealand,Colombia,2,3,Friendly,False
2025-06-22,Poland,Italy,1,2,Friendly,False
2025-06-23,Poland,Costa Rica,0,1,Friendly,False
2025-06-24,Mexico,Ecuador,2,3,Friendly,True
2025-06-25,Belgium,South Korea,4,0,Friendly,False
2025-06-26,Brazil,Denmark,3,2,Friendly,False
2025-06-28,Croatia,Ecuador,0,2,Friendly,False
2025-06-29,Senegal,Germany,1,0,Friendly,False
2025-06-30,Poland,New Zealand,1,1,Friendly,False
2025-07-01,Panama,Switzerland,1,0,Friendly,False
2025-07-03,Mexico,Portugal,1,1,Friendly,False
2025-07-04,Brazil,Ecuador,3,2,Friendly,True
2025-07-05,Colombia,Denmark,3,5,Friendly,False
2025-07-06,Denmark,Panama,0,2,Friendly,False
2025-07-08,Switzerland,Spain,1,2,Friendly,False
2025-07-09,Portugal,Mexico,3,2,Friendly,False
2025-07-10,Japan,Poland,4,2,Friendly,False
2025-07-11,Costa Rica,Morocco,2,0,Friendly,True
2025-07-12,Mexico,Ecuador,1,1,Friendly,False
2025-07-14,Colombia,South Korea,3,1,Friendly,False
2025-07-15,Brazil,Switzerland,1,1,Friendly,False
2025-07-16,New Zealand,Saudi Arabia,1,5,Friendly,True
2025-07-17,Denmark,Argentina,2,3,Friendly,True
2025-07-19,Uruguay,Switzerland,2,1,Friendly,True
2025-07-20,Australia,Colombia,1,1,Friendly,False
2025-07-21,Saudi Arabia,Colombia,0,2,Friendly,False
2025-07-22,Ecuador,Italy,0,2,Friendly,True
2025-07-23,France,Portugal,1,1,Friendly,False
2025-07-25,Denmark,Poland,1,0,Friendly,False
2025-07-26,Belgium,Saudi Arabia,1,3,Friendly,False
2025-07-27,Japan,Morocco,0,1,Friendly,False
2025-07-28,Italy,New Zealand,0,1,Friendly,True
2025-07-30,Denmark,USA,2,1,Friendly,False
2025-07-31,Uruguay,Costa Rica,0,4,Friendly,True
2025-08-01,Brazil,Croatia,2,0,Friendly,True
2025-08-02,Germany,Japan,2,2,Friendly,False
2025-08-04,New Zealand,Saudi Arabia,0,0,Friendly,False
2025-08-05,England,Uruguay,5,0,Friendly,False
2025-08-06,Japan,Portugal,0,1,Friendly,False
2025-08-07,France,Denmark,2,2,Friendly,False
2025-08-08,Senegal,Croatia,3,0,Friendly,False
2025-08-10,Saudi Arabia,Italy,2,1,Friendly,False
2025-08-11,Serbia,Belgium,2,3,Friendly,True
2025-08-12,South Korea,Colombia,3,1,Friendly,False
2025-08-13,Panama,Argentina,3,1,Friendly,False
2025-08-15,Morocco,Senegal,1,1,Friendly,True
2025-08-16,Serbia,USA,1,0,Friendly,False
2025-08-17,Portugal,Qatar,2,0,Friendly,True
2025-08-18,Canada,Spain,0,3,Friendly,False
2025-08-20,Italy,France,2,3,Friendly,False
2025-08-21,Portugal,Italy,0,1,Friendly,True
2025-08-22,Argentina,Australia,3,1,Friendly,False
2025-08-23,Colombia,Costa Rica,2,1,Friendly,False
2025-08-24,Qatar,Serbia,2,2,Friendly,True
2025-08-26,Brazil,France,2,0,Friendly,False
2025-08-27,Ghana,Switzerland,2,3,Friendly,False
2025-08-28,Croatia,Costa Rica,0,0,Friendly,False
2025-08-29,South Korea,Panama,1,1,Friendly,True
2025-08-31,Netherlands,Qatar,2,0,Friendly,False
2025-09-01,New Zealand,Denmark,1,2,Friendly,False
2025-09-02,Saudi Arabia,Japan,0,3,Friendly,False
2025-09-03,USA,Saudi Arabia,3,2,Friendly,False
2025-09-05,Saudi Arabia,Qatar,2,1,Friendly,False
2025-09-06,Mexico,Ghana,3,2,Friendly,True
2025-09-07,Morocco,Portugal,2,1,Friendly,False
2025-09-08,Ghana,Qatar,2,1,Friendly,False
2025-09-09,England,Costa Rica,1,3,Friendly,True
2025-09-11,Italy,Netherlands,0,1,Friendly,False
2025-09-12,England,USA,6,0,Friendly,False
2025-09-13,Canada,Australia,0,1,Friendly,True
2025-09-14,Ecuador,Switzerland,1,1,Friendly,False
2025-09-16,Denmark,Mexico,0,1,Friendly,False
2025-09-17,Canada,France,1,2,Friendly,True
2025-09-18,Brazil,Italy,1,0,Friendly,False
2025-09-19,Denmark,Belgium,1,2,Friendly,False
2025-09-20,Germany,South Korea,2,4,Friendly,True
2025-09-22,Brazil,Qatar,3,0,Friendly,True
2025-09-23,Poland,Canada,0,1,Friendly,True
2025-09-24,Colombia,Italy,2,4,Friendly,False
2025-09-25,Australia,Ecuador,0,0,Friendly,False
2025-09-27,Mexico,Germany,2,0,Friendly,True
2025-09-28,Brazil,Portugal,3,2,Friendly,False
2025-09-29,USA,Croatia,2,0,Friendly,False
2025-09-30,Senegal,Portugal,0,2,Friendly,False
2025-10-02,Germany,Australia,2,2,Friendly,False
2025-10-03,New Zealand,Uruguay,2,1,Friendly,True
2025-10-04,Argentina,Qatar,3,1,Friendly,False
2025-10-05,Argentina,Australia,2,0,Friendly,False
2025-10-06,Ghana,New Zealand,3,4,Friendly,False
2025-10-08,Australia,Germany,2,2,Friendly,False
2025-10-09,Costa Rica,Netherlands,0,2,Friendly,False
2025-10-10,Qatar,Mexico,0,1,Friendly,True
2025-10-11,France,Croatia,4,1,Friendly,True
2025-10-13,Netherlands,Saudi Arabia,2,0,Friendly,True
2025-10-14,Saudi Arabia,Senegal,1,0,Friendly,False
2025-10-15,Costa Rica,Denmark,1,2,Friendly,False
2025-10-16,Colombia,Qatar,1,1,Friendly,True
2025-10-18,Costa Rica,Denmark,1,2,Friendly,False
2025-10-19,Belgium,Ghana,6,0,Friendly,False
2025-10-20,Canada,Brazil,2,1,Friendly,False
2025-10-21,Ecuador,Netherlands,0,2,Friendly,False
2025-10-22,Saudi Arabia,Germany,0,2,Friendly,False
2025-10-24,Senegal,Canada,3,0,Friendly,False
2025-10-25,Ecuador,Mexico,1,2,Friendly,True
2025-10-26,Qatar,Morocco,2,0,Friendly,True
2025-10-27,Uruguay,Senegal,0,0,Friendly,True
2025-10-29,Ecuador,Italy,2,0,Friendly,False
2025-10-30,Uruguay,Costa Rica,3,0,Friendly,True
2025-10-31,Croatia,France,1,0,Friendly,False
2025-11-01,Canada,Qatar,4,1,Friendly,False
2025-11-03,France,Qatar,2,0,Friendly,True
2025-11-04,Serbia,Germany,1,3,Friendly,False
2025-11-05,Germany,France,2,0,Friendly,False
2025-11-06,Germany,Denmark,1,3,Friendly,True
2025-11-07,Costa Rica,Italy,1,2,Friendly,True
2025-11-09,France,Netherlands,0,1,Friendly,False
2025-11-10,Japan,Ghana,2,1,Friendly,False
2025-11-11,Morocco,Senegal,1,0,Friendly,False
2025-11-12,Italy,Uruguay,2,2,Friendly,False
2025-11-14,Ghana,Qatar,3,0,Friendly,False
2025-11-15,Qatar,Saudi Arabia,1,3,Friendly,False
2025-11-16,Serbia,Italy,0,1,Friendly,False
2025-11-17,Uruguay,Mexico,1,1,Friendly,True
2025-11-19,Japan,England,1,1,Friendly,False
2025-11-20,France,Ecuador,3,1,Friendly,False
2025-11-21,Qatar,Ecuador,2,2,Friendly,True
2025-11-22,Japan,Morocco,0,2,Friendly,False
2025-11-23,Morocco,Portugal,0,1,Friendly,False
2025-11-25,Qatar,Senegal,0,2,Friendly,False
2025-11-26,Ghana,France,1,1,Friendly,True
2025-11-27,Brazil,New Zealand,2,1,Friendly,True
2025-11-28,France,Colombia,4,1,Friendly,False
2025-11-30,Brazil,Mexico,5,4,Friendly,True
2025-12-01,Costa Rica,Morocco,0,0,Friendly,False
2025-12-02,Qatar,Croatia,3,1,Friendly,False
2025-12-03,Morocco,Mexico,1,1,Friendly,False
2025-12-04,Uruguay,Belgium,2,1,Friendly,True
2025-12-06,Canada,Croatia,1,1,Friendly,True
2025-12-07,Qatar,Germany,2,1,Friendly,False
2025-12-08,Poland,Australia,2,2,Friendly,False
2025-12-09,Italy,Germany,1,0,Friendly,False
2025-12-11,Japan,Serbia,0,2,Friendly,True
2025-12-12,Belgium,Denmark,5,0,Friendly,False
2025-12-13,France,Ghana,6,2,Friendly,False
2025-12-14,Colombia,France,1,0,Friendly,True
2025-12-16,New Zealand,Australia,1,3,Friendly,False
2025-12-17,Colombia,Italy,0,2,Friendly,False
2025-12-18,Switzerland,Ecuador,0,1,Friendly,False
2025-12-19,Japan,Switzerland,4,1,Friendly,False
2025-12-20,Qatar,Japan,1,2,Friendly,False
2025-12-22,Netherlands,Japan,2,1,Friendly,False
2025-12-23,Denmark,Senegal,3,1,Friendly,False
2025-12-24,Belgium,Netherlands,0,1,Friendly,False
2025-12-25,Belgium,Costa Rica,2,0,Friendly,False
2025-12-27,Belgium,USA,1,1,Friendly,True
2025-12-28,Poland,Ecuador,1,3,Friendly,False
2025-12-29,USA,Switzerland,1,1,Friendly,True
2025-12-30,Ecuador,Serbia,2,2,Friendly,False
2026-01-01,Costa Rica,Ghana,1,2,Friendly,False
2026-01-02,Costa Rica,Colombia,1,1,Friendly,False
2026-01-03,Netherlands,Uruguay,2,1,Friendly,True
2026-01-04,Canada,Switzerland,3,1,Friendly,False
2026-01-05,USA,Spain,2,2,Friendly,False
2026-01-07,Canada,Portugal,3,3,Friendly,True
2026-01-08,Argentina,Denmark,5,0,Friendly,False
2026-01-09,England,Spain,1,1,Friendly,True
2026-01-10,Italy,Costa Rica,4,0,Friendly,False
2026-01-12,Morocco,Colombia,0,2,Friendly,True
2026-01-13,New Zealand,Portugal,1,3,Friendly,False
2026-01-14,England,South Korea,5,1,Friendly,False
2026-01-15,Netherlands,South Korea,1,4,Friendly,False
2026-01-17,Colombia,Germany,2,0,Friendly,False
2026-01-18,Costa Rica,Argentina,0,1,Friendly,True
2026-01-19,Denmark,Colombia,0,0,Friendly,False
2026-01-20,Switzerland,Canada,2,0,Friendly,False
2026-01-21,Australia,Costa Rica,0,2,Friendly,False
2026-01-23,New Zealand,Italy,2,3,Friendly,False
2026-01-24,Qatar,Poland,1,2,Friendly,False
2026-01-25,Costa Rica,Japan,4,5,Friendly,False
2026-01-26,Italy,Argentina,1,1,Friendly,False
2026-01-28,France,Belgium,0,3,Friendly,True
2026-01-29,Brazil,USA,4,0,Friendly,False
2026-01-30,Denmark,Poland,2,0,Friendly,False
2026-01-31,Denmark,Saudi Arabia,4,3,Friendly,False
2026-02-01,Argentina,Costa Rica,3,1,Friendly,False
2026-02-03,Argentina,Serbia,2,2,Friendly,False
2026-02-04,Mexico,Switzerland,0,2,Friendly,True
2026-02-05,Senegal,New Zealand,0,0,Friendly,False
2026-02-06,Argentina,Belgium,4,2,Friendly,True
2026-02-08,Canada,Denmark,2,2,Friendly,False
2026-02-09,Japan,Portugal,1,3,Friendly,False
2026-02-10,Canada,Qatar,1,2,Friendly,False
2026-02-11,Ecuador,Costa Rica,1,0,Friendly,False
2026-02-13,Mexico,Brazil,2,1,Friendly,False
2026-02-14,Uruguay,Netherlands,1,2,Friendly,True
2026-02-15,Canada,Mexico,1,0,Friendly,False
2026-02-16,Switzerland,New Zealand,2,0,Friendly,True
2026-02-17,Mexico,England,1,2,Friendly,False
2026-02-19,Germany,USA,1,1,Friendly,True
2026-02-20,Italy,Croatia,2,1,Friendly,False
2026-02-21,Qatar,Switzerland,5,0,Friendly,False
2026-02-22,South Korea,Uruguay,3,4,Friendly,False
2026-02-24,Serbia,USA,7,0,Friendly,False
2026-02-25,Argentina,France,2,3,Friendly,False
2026-02-26,Mexico,Morocco,3,0,Friendly,False
2026-02-27,Colombia,Spain,0,0,Friendly,False
2026-03-01,Italy,Qatar,2,0,Friendly,True
2026-03-02,Ecuador,Argentina,1,0,Friendly,False
2026-03-03,France,Croatia,1,3,Friendly,False
2026-03-04,Morocco,Colombia,1,3,Friendly,False
2026-03-05,Serbia,Netherlands,1,3,Friendly,True
2026-03-07,Australia,Switzerland,1,1,Friendly,False
2026-03-08,Germany,South Korea,2,2,Friendly,False
2026-03-09,Ecuador,Belgium,0,2,Friendly,False
2026-03-10,Portugal,Belgium,4,2,Friendly,False
2026-03-12,Morocco,Australia,0,1,Friendly,False
2026-03-13,Colombia,Portugal,0,2,Friendly,True
2026-03-14,USA,Belgium,3,2,Friendly,False
2026-03-15,England,Saudi Arabia,5,0,Friendly,False
2026-03-17,Serbia,Argentina,0,1,Friendly,False
2026-03-18,Germany,Croatia,2,0,Friendly,False
2026-03-19,Belgium,Qatar,1,1,Friendly,False
2026-03-20,Uruguay,Portugal,0,3,Friendly,False
2026-03-21,Croatia,Panama,2,0,Friendly,False
2026-03-23,South Korea,Qatar,2,0,Friendly,False
2026-03-24,England,Australia,2,2,Friendly,False
2026-03-25,Serbia,Panama,0,0,Friendly,False
2026-03-26,Morocco,France,1,0,Friendly,False
2026-03-28,Morocco,Poland,0,0,Friendly,True
2026-03-29,Denmark,Croatia,1,2,Friendly,True
2026-03-30,Italy,Senegal,1,2,Friendly,False
2026-03-31,Switzerland,Uruguay,2,0,Friendly,False
2026-04-01,Germany,South Korea,3,2,Friendly,False
2026-04-03,Netherlands,Colombia,2,2,Friendly,False
2026-04-04,Germany,Saudi Arabia,1,0,Friendly,False
2026-04-05,Mexico,Canada,0,4,Friendly,False
2026-04-06,Senegal,Croatia,1,1,Friendly,False
2026-04-08,New Zealand,Portugal,0,1,Friendly,False
2026-04-09,Argentina,Australia,4,2,Friendly,False
2026-04-10,Belgium,Germany,0,2,Friendly,True
2026-04-11,Costa Rica,Serbia,0,1,Friendly,False
2026-04-13,Panama,Morocco,3,3,Friendly,True
2026-04-14,Uruguay,Poland,1,2,Friendly,False
2026-04-15,Belgium,Ghana,4,1,Friendly,False
2026-04-16,Spain,Canada,2,0,Friendly,False
2026-04-17,Japan,Mexico,2,1,Friendly,False
2026-04-19,Serbia,Ecuador,0,2,Friendly,False
2026-04-20,France,Spain,2,1,Friendly,False
2026-04-21,Denmark,Serbia,2,2,Friendly,False
2026-04-22,Spain,Panama,5,0,Friendly,False
2026-04-24,Netherlands,Brazil,1,0,Friendly,True
2026-04-25,Panama,Italy,2,2,Friendly,True
2026-04-26,Portugal,Denmark,2,2,Friendly,False
2026-04-27,Ghana,France,1,3,Friendly,True
2026-04-29,Denmark,Serbia,2,1,Friendly,False
2026-04-30,Mexico,Morocco,0,2,Friendly,False
2026-05-01,Costa Rica,Australia,2,2,Friendly,False
2026-05-02,Mexico,South Korea,2,1,Friendly,True
2026-05-03,South Korea,Panama,1,0,Friendly,False
2026-05-05,England,Denmark,2,0,Friendly,False
2026-05-06,Belgium,Argentina,0,0,Friendly,True
2026-05-07,Croatia,Senegal,0,2,Friendly,False
2026-05-08,Costa Rica,New Zealand,4,2,Friendly,False
2026-05-10,Argentina,Uruguay,3,1,Friendly,False
2026-05-11,England,Senegal,1,1,Friendly,False
2026-05-12,Canada,Morocco,4,1,Friendly,True
2026-05-13,Canada,Australia,1,1,Friendly,False
2026-05-15,Costa Rica,Serbia,3,3,Friendly,True
2026-05-16,Portugal,Brazil,1,2,Friendly,False
2026-05-17,Argentina,Mexico,4,2,Friendly,False
2026-05-18,Italy,Spain,4,2,Friendly,True
2026-05-19,Spain,Costa Rica,0,0,Friendly,False
2026-05-21,South Korea,Australia,3,1,Friendly,False
2026-05-22,Morocco,Serbia,2,1,Friendly,False
2026-05-23,Australia,Switzerland,2,0,Friendly,False
2026-05-24,Serbia,Switzerland,1,0,Friendly,False
2026-05-26,Belgium,Senegal,3,2,Friendly,False
2026-05-27,USA,Morocco,0,3,Friendly,False
2026-05-28,Japan,South Korea,1,1,Friendly,False
2026-05-29,Japan,Poland,2,0,Friendly,False
2026-05-31,Belgium,New Zealand,2,0,Friendly,False
